URL,Filters,,,,,,,,,,,,,,
https://app.dealroom.co/investors/f/all_slug_locations/anyof_~united_states~/company_status/not_closed/investor_type/anyof_accelerator?selectedColumns=name%2CpreferredRound%2ChqLocations%2CdealSizeEnhanced%2CinvestorNumberOfRoundsIndustry%2CinvestorTotalFundingEnhanced%2CinvestorPorfolioSize%2CinvestmentsValuationEnhanced%2Cinvestments%2CinvestorExitsNum%2CinvestorExitScore%2CinvestorExitsFundingEnhanced%2ClpInvestmentsNum%2ClpInvestments&sort=-rounds_count_12_months&investorNumberOfRoundsIndustry=rounds_count_12_months&heatMapType=&groupId=1413&id=92070,Include All locations: United states; Investor type: Accelerator; Exclude Company status: Closed,,,,,,,,,,,,,,
ID,Type,Dealroom URL,Website,Name,HQ region,HQ country,HQ city,Sectors of focus,Launch year,Last round date,Portfolio size,Rounds number (12 months),Exits total (USD M),Exits number,Total value of current portfolio (USD M)
1223058,accelerator,https://app.dealroom.co/investors/kitchencru,http://kitchencru.biz,KitchenCru,North America,United States,Portland,,2011,,0,0,,,
1222995,accelerator,https://app.dealroom.co/investors/naples_accelerator,http://naplesaccelerator.com,Naples Accelerator,North America,United States,Naples,,2014,,0,0,,,
1222961,accelerator,https://app.dealroom.co/investors/loomic_labs,http://loomiclabs.com,Loomic Labs,North America,United States,Los Angeles,,2010,,0,0,,,
1222739,accelerator,https://app.dealroom.co/investors/dcode_accelerator,http://dcode.co,Dcode Accelerator,North America,United States,,,2015,May/2020,76,0,12827.9,0,10694.9
1222667,accelerator,https://app.dealroom.co/investors/learning_objects,http://learningobjects.com,Learning Objects,North America,United States,Washington DC,,2003,,0,0,,,
1222629,accelerator,https://app.dealroom.co/investors/vet_tech,http://vet-tech.us,VET-TECH,North America,United States,Sunnyvale,,2012,,0,0,,,
1222548,accelerator,https://app.dealroom.co/investors/accel_vt,http://accelvt.com,Accel-VT,North America,United States,Montpelier,,2017,,0,0,,,
1222525,accelerator,https://app.dealroom.co/investors/advance_ventures,http://advanceventures.com,Advance Ventures,North America,United States,Campbell,,1999,Jun/2010,1,0,,,
1222363,accelerator,https://app.dealroom.co/investors/endgame_partners,http://endgamepartners.com,Endgame Partners,North America,United States,Beverly Hills,,2019,Dec/2013,1,0,,,
1222180,accelerator,https://app.dealroom.co/investors/twelve_fifty,http://twelvefifty.com,Twelve Fifty,North America,United States,San Francisco,,2020,,0,0,,,
1222077,accelerator,https://app.dealroom.co/investors/iventure_accelerator,http://iventure.illinois.edu,iVenture Accelerator,North America,United States,Urbana,,2015,May/2025,118,0,,0,204.18
1222042,accelerator,https://app.dealroom.co/investors/divinc,http://divinc.org,DivInc,North America,United States,Austin,,2016,Sep/2023,57,0,,0,6.78
1221992,accelerator,https://app.dealroom.co/investors/excelerateafrica,http://excelerateafrica.com,ExcelerateAFRICA,North America,United States,San Francisco,,,,0,0,,,
1221713,accelerator,https://app.dealroom.co/investors/technology_garden,http://technologygarden.com,Technology Garden,North America,United States,Hollis,,2008,,0,0,,,
1221586,accelerator,https://app.dealroom.co/investors/csi_tech_incubator,https://csiinnovationhub.com,CSI Tech Incubator,North America,United States,New York City,,,,0,0,,,
1221572,accelerator,https://app.dealroom.co/investors/mississippi_business_incubators,http://mississippi.org,Mississippi Business Incubators,North America,United States,Natchez,,1936,,0,0,,,
1221570,accelerator,https://app.dealroom.co/investors/mantle_,http://growatmantle.com,Mantle.,North America,United States,Jackson,,2015,,0,0,,,
1221361,accelerator,https://app.dealroom.co/investors/preccelerator_program,http://preccelerator.com,Preccelerator Program,North America,United States,Santa Monica,,2012,Mar/2020,27,0,,,99.48
1221300,accelerator,https://app.dealroom.co/investors/cyberhive,http://cyberhivesandiego.org,CyberHive,North America,United States,San Diego,,2013,,0,0,,,
1221285,accelerator,https://app.dealroom.co/investors/enterprise_development_center_edc_,https://venturelink.org,Enterprise Development Center (EDC),North America,United States,Newark,,,May/2016,1,0,,,6.4
1221265,accelerator,https://app.dealroom.co/investors/excite,http://exciteriverside.org,ExCITE,North America,United States,Riverside,,2013,,0,0,,,
1221074,accelerator,https://app.dealroom.co/investors/mediatech_ventures,http://mediatech.ventures,MediaTech Ventures,North America,United States,Austin,,2014,,16,0,,,10
1220894,accelerator,https://app.dealroom.co/investors/founders_asia,https://aif.hk,Founders.asia,North America,United States,,,,,0,0,,,
1220735,accelerator,https://app.dealroom.co/investors/goodcompany_group,http://goodcompanygroup.org,GoodCompany Group,North America,United States,Philadelphia,,2009,,0,0,,,
1220484,accelerator,https://app.dealroom.co/investors/ventures_co,http://ventures.co,Ventures.co,North America,United States,Menlo Park,,2017,,0,0,,,
1220408,accelerator,https://app.dealroom.co/investors/launch_chapel_hill,http://launchchapelhill.com,Launch Chapel Hill,North America,United States,Chapel Hill,,2013,Mar/2020,200,0,,0,191.02
1220355,accelerator,https://app.dealroom.co/investors/the_blinc_group,https://nye-bonuskoder.dk,The Blinc Group,North America,United States,New York City,,2017,,0,0,,,
1220172,accelerator,https://app.dealroom.co/investors/university_of_wisconsin_whitewater_launch_pad,https://www.uww.edu/cobe/knowledge-centers/launch-pad,University of Wisconsin-Whitewater Launch Pad,North America,United States,Whitewater,,2004,Oct/2018,3,0,,0,
1220091,accelerator,https://app.dealroom.co/investors/disrupt_university,http://disruptuniversity.com,Disrupt University,North America,United States,Stanford,,2012,,0,0,,,
1220022,accelerator,https://app.dealroom.co/investors/onramp_fund,http://onrampfund.com,OnRamp Fund,North America,United States,Los Angeles,,2015,Jun/2018,2,0,,,270.92
1219908,accelerator,https://app.dealroom.co/investors/zero_labs_group,http://zerolabs.com,Zero Labs Group,North America,United States,Los Angeles,,2015,,0,0,,,
1219884,accelerator,https://app.dealroom.co/investors/fargo_startup_house,http://fargostartuphouse.com,Fargo Startup House,North America,United States,Fargo,,,,0,0,,,
1219879,accelerator,https://app.dealroom.co/investors/digitaltails,http://digitaltails.wordpress.com,DigitalTails,North America,United States,San Francisco,,2013,,0,0,,,
1219677,accelerator,https://app.dealroom.co/investors/zazoom_media_group,http://zmgruckus.com,Zazoom Media Group,North America,United States,New York City,,2011,Apr/2018,1,0,,,
1219665,accelerator,https://app.dealroom.co/investors/topxight_labs,http://topxight.com,TOPXIGHT LABS,North America,United States,New York City,,2013,,0,0,,,
1219607,accelerator,https://app.dealroom.co/investors/middle_east_startup,http://middleeaststartups.com,Middle East Startup,North America,United States,New York City,,,,0,0,,,
1219446,accelerator,https://app.dealroom.co/investors/impact_hall_incubator,http://impacthall.com,Impact Hall Incubator,North America,United States,San Francisco,,,,0,0,,,
1219380,accelerator,https://app.dealroom.co/investors/the_biz_foundry,http://thebizfoundry.org,The Biz Foundry,North America,United States,Cookeville,,2012,,0,0,,,
1219361,accelerator,https://app.dealroom.co/investors/draper_darkflow,http://darkflow.vc,Draper-DARKFLOW,North America,United States,San Mateo,,2015,,0,0,,,
1219337,accelerator,https://app.dealroom.co/investors/yakima_maker_space,http://yakimamakerspace.org,Yakima Maker Space,North America,United States,Yakima,,2013,,0,0,,,
1219183,accelerator,https://app.dealroom.co/investors/innovationochsner_io_,http://ochsner.org,InnovationOchsner (iO),North America,United States,New Orleans,,1942,,0,0,,,
1219178,accelerator,https://app.dealroom.co/investors/radiabeam_technologies,http://radiabeam.com,RadiaBeam Technologies,North America,United States,Santa Monica,,2003,,0,0,,,
1219000,accelerator,https://app.dealroom.co/investors/100x_com,http://100x.com,100X.com,North America,United States,Waltham,,2009,Aug/2000,1,0,,,6.4
1218948,accelerator,https://app.dealroom.co/investors/powerlaunch,http://powerlaunch.org,PowerLaunch,North America,United States,Boston,,2015,,0,0,,,
1218860,accelerator,https://app.dealroom.co/investors/seizo_labs,http://seizolabs.com,Seizo Labs,North America,United States,Plano,,2017,,0,0,,,
1218852,accelerator,https://app.dealroom.co/investors/ketchup_1,http://ketchup.is,Ketchup,North America,United States,New York City,,,,0,0,,,
1218764,accelerator,https://app.dealroom.co/investors/connect_san_diego,http://connect.org,CONNECT,North America,United States,San Diego,,1985,Feb/2025,1,0,,,16
1218739,accelerator,https://app.dealroom.co/investors/unikamp,http://unikampkotra.org,UniKamp,North America,United States,San Jose,,2014,,0,0,,,
1218710,accelerator,https://app.dealroom.co/investors/psc_incubator,http://pscincubator.com,PSC Incubator,North America,United States,New York City,,2014,,0,0,,,
1218597,accelerator,https://app.dealroom.co/investors/helix_center_biotech_incubator,http://helixcenter.com,Helix Center Biotech Incubator,North America,United States,St. Louis,,1984,,0,0,,,
1218423,accelerator,https://app.dealroom.co/investors/area,http://area.build,AREA,North America,United States,New York City,,2014,Jun/2016,1,0,,,
1218371,accelerator,https://app.dealroom.co/investors/ergo_capital,http://ergocapital.com,ERGO Capital,North America,United States,Irvine,,2010,Feb/2020,14,0,,0,54.87
1218097,accelerator,https://app.dealroom.co/investors/coaccel,http://coaccel.com,COACCEL,North America,United States,Los Angeles,,2016,,0,0,,,
1218037,accelerator,https://app.dealroom.co/investors/the_creative_side,http://thecreativeside.org,The Creative Side,North America,United States,New York City,,,,0,0,,,
1217932,accelerator,https://app.dealroom.co/investors/starve_ups,http://starveups.com,Starve Ups,North America,United States,Portland,,2000,Jan/2017,110,0,11.5,0,205.92
1217732,accelerator,https://app.dealroom.co/investors/zielix,http://zielix.com,Zielix,North America,United States,San Francisco,,2006,,0,0,,,
1217566,accelerator,https://app.dealroom.co/investors/entp,http://entp.com,Entp,North America,United States,Portland,,2008,,0,0,,,
1217559,accelerator,https://app.dealroom.co/investors/core_labs_game_accelerator,,Core Labs Game Accelerator,North America,United States,Redwood City,,2006,,0,0,,,
1217405,accelerator,https://app.dealroom.co/investors/startpad,http://startpad.co,Startpad,North America,United States,Milpitas,,2017,,0,0,,,
1217188,accelerator,https://app.dealroom.co/investors/partner_fusion,http://partnerfusion.com,Partner Fusion,North America,United States,Lehi,,2007,,0,0,,,
1216990,accelerator,https://app.dealroom.co/investors/innova_consulting_group_icg_,http://innova-us.net,Innova Consulting Group (ICG),North America,United States,Boston,,2000,,0,0,,,
1216914,accelerator,https://app.dealroom.co/investors/new_york_bizlab,http://nybizlab.net,New York BizLab,North America,United States,Schenectady,,2013,,0,0,,,
1216888,accelerator,https://app.dealroom.co/investors/velocity_accelerator,http://velocitybham.com,Velocity Accelerator,North America,United States,Birmingham,,2016,Feb/2018,8,0,,,10.08
1216872,accelerator,https://app.dealroom.co/investors/food_centricity,http://foodcentricity.com,Food Centricity,North America,United States,Los Angeles,,2012,,0,0,,,
1216845,accelerator,https://app.dealroom.co/investors/blue_waters_research,http://bluewatersresearch.com,Blue Waters Research,North America,United States,Santa Monica,,,,0,0,,,
1216672,accelerator,https://app.dealroom.co/investors/music_shed,http://musicshedstudios.com,Music Shed,North America,United States,New Orleans,,,,0,0,,,
1216604,accelerator,https://app.dealroom.co/investors/vanderbilt_university_office_of_investments,https://www.vanderbilt.edu/investments/,Vanderbilt University Office,North America,United States,Nashville,,,Jun/2020,2,0,,0,5940
1216454,accelerator,https://app.dealroom.co/investors/inv_fintech,http://invfintech.com,INV Fintech,North America,United States,New York City,,,Feb/2021,46,0,,0,422.41
1216414,accelerator,https://app.dealroom.co/investors/the_entrepreneurs_center,https://ecinnovates.com/,Entrepreneurs' Center,North America,United States,Dayton,,2000,Mar/2024,3,0,,,6.2
1216409,accelerator,https://app.dealroom.co/investors/zero_f,http://zero-f.co,Zero-F,North America,United States,San Francisco,,,,0,0,,,
1216341,accelerator,https://app.dealroom.co/investors/national_incubator_network_association,http://inbia.org,National Incubator Network Association,North America,United States,Orlando,,1985,,0,0,,,
1216295,accelerator,https://app.dealroom.co/investors/usc_incubator,http://startusc.com,USC Incubator,North America,United States,Los Angeles,,,,0,0,,,
1216263,accelerator,https://app.dealroom.co/investors/philanthropy_lab,http://thephilanthropylab.org,Philanthropy Lab,North America,United States,Fort Worth,,2011,,0,0,,,
1216182,accelerator,https://app.dealroom.co/investors/hotdesks,http://hotdesks.org,HotDesks,North America,United States,Easton,,2006,,0,0,,,
1215836,accelerator,https://app.dealroom.co/investors/slingshot_labs,http://slingshotlabs.com,Slingshot Labs,North America,United States,Santa Monica,,2008,Jul/2024,1,0,,,24
1215808,accelerator,https://app.dealroom.co/investors/saint_louis_fashion_fund,http://saintlouisfashionfund.org,Saint Louis Fashion Fund,North America,United States,St. Louis,,2014,,0,0,,,
1215739,accelerator,https://app.dealroom.co/investors/ventucap,http://ventucap.com,VentuCap,North America,United States,Glendale,,2014,,0,0,,,
1215714,accelerator,https://app.dealroom.co/investors/roots_memphis,http://rootsmemphis.org,Roots Memphis,North America,United States,Memphis,,2012,,0,0,,,
1215688,accelerator,https://app.dealroom.co/investors/startup_fund,http://startupfund.com,Startup Fund,North America,United States,San Francisco,,2019,May/2023,2,0,,,3.7
1215612,accelerator,https://app.dealroom.co/investors/represent_la,http://represent.la,Represent LA,North America,United States,Los Angeles,,2011,,0,0,,,
1215608,accelerator,https://app.dealroom.co/investors/ten50,http://ten50.io,Ten50,North America,United States,Huntington,,1990,,0,0,,,
1215547,accelerator,https://app.dealroom.co/investors/dreago,http://dreago.com,Dreago,North America,United States,Burbank,,,,0,0,,,
1215479,accelerator,https://app.dealroom.co/investors/alyeska_venture_management,http://akacceleratorfund.com,Alyeska Venture Management,North America,United States,Anchorage,,2014,Dec/2024,3,0,,0,0.4
1215452,accelerator,https://app.dealroom.co/investors/docucollab,http://docucollab.com,DocuCollab,North America,United States,West Springfield,,2015,,0,0,,,
1215398,accelerator,https://app.dealroom.co/investors/french_tech_hub,http://frenchtechhub.com,French Tech Hub,North America,United States,Cambridge,,2003,,0,0,,,
1215379,accelerator,https://app.dealroom.co/investors/reactor_accelerator,http://insidereactor.com,Reactor Accelerator,North America,United States,,,2004,,0,0,,,
1215374,accelerator,https://app.dealroom.co/investors/ramenworks,http://ramenworks.nyc,Ramenworks,North America,United States,New York City,,2016,,0,0,,,
1215160,accelerator,https://app.dealroom.co/investors/venture_pulse,http://venturepulse.org,Venture Pulse,North America,United States,New York City,,2016,,0,0,,,
1215093,accelerator,https://app.dealroom.co/investors/sparkgap,http://thesparkgap.com,Sparkgap,North America,United States,Memphis,,,,0,0,,,
1214697,accelerator,https://app.dealroom.co/investors/7touch_group,http://7touchgroupinc.com,7touch Group,North America,United States,Los Angeles,,2008,,0,0,,,
1214587,accelerator,https://app.dealroom.co/investors/radicand,http://radicand.com,Radicand,North America,United States,San Francisco,,2012,,0,0,,,
1214551,accelerator,https://app.dealroom.co/investors/incubie,http://incubie.com,Incubie,North America,United States,Oceanside,,2018,,0,0,,,
1214515,accelerator,https://app.dealroom.co/investors/new_biology_ventures,http://newbiologyventures.com,New Biology Ventures,North America,United States,San Francisco,,,,0,0,,,
1214514,accelerator,https://app.dealroom.co/investors/saviant_consulting,http://saviantconsulting.com,Saviant Consulting,North America,United States,,,2012,,0,0,,,
1214506,accelerator,https://app.dealroom.co/investors/imprint_lab,http://imprintlab.com,Imprint Lab,North America,United States,Long Beach,,2009,Jan/2023,6,0,,,
1214500,accelerator,https://app.dealroom.co/investors/taliera,http://taliera.com,Taliera,North America,United States,Carmel-by-the-Sea,,2006,,0,0,,,
1214447,accelerator,https://app.dealroom.co/investors/enterventures,http://enterventures.com,EnterVentures,North America,United States,Palo Alto,,,,0,0,,,
1214248,accelerator,https://app.dealroom.co/investors/techaccelerator,http://techaccelerator.com,TechAccelerator,North America,United States,,,2012,Jun/2019,1,0,,,6.6
1214220,accelerator,https://app.dealroom.co/investors/genome,http://geno.me,Genome,North America,United States,New York City,,2013,,0,0,,,
1214042,accelerator,https://app.dealroom.co/investors/general_enchantment,http://generalenchantment.com,General Enchantment,North America,United States,Boston,,2014,,0,0,,,
1213989,accelerator,https://app.dealroom.co/investors/city_startup_labs,http://citystartuplabs.com,City Startup Labs,North America,United States,Charlotte,,2012,Mar/2021,1,0,,,
1213979,accelerator,https://app.dealroom.co/investors/business_incubator_association_of_new_york_state,http://bianys.com,Business Incubator Association of New York State,North America,United States,Albany,,2005,,0,0,,,
1213966,accelerator,https://app.dealroom.co/investors/silicon_bay_partners,http://siliconbaypartners.com,Silicon Bay Partners,North America,United States,Sacramento,,2014,,0,0,,,
1213924,accelerator,https://app.dealroom.co/investors/apples_and_oranges_studios,http://nycoc.com,Apples and Oranges Studios,North America,United States,Orange,,2013,,0,0,,,
1213895,accelerator,https://app.dealroom.co/investors/innovation_arbitrage,http://innovationarbitrage.com,Innovation Arbitrage,North America,United States,San Francisco,,,,0,0,,,
1213856,accelerator,https://app.dealroom.co/investors/noble_ant,http://nobleant.io,Noble Ant,North America,United States,Menlo Park,,2018,,0,0,,,
1213680,accelerator,https://app.dealroom.co/investors/bitlogica_inc_,http://bitlogica.com,Bitlogica inc.,North America,United States,,,2011,,0,0,,,
1213510,accelerator,https://app.dealroom.co/investors/invisible_hand,http://invisiblehand.com,Invisible Hand,North America,United States,New York City,,,Sep/2021,1,0,,,4
1213428,accelerator,https://app.dealroom.co/investors/iron_street_labs,http://ironstreetlabs.com,Iron Street Labs,North America,United States,New York City,,1999,,0,0,,,
1213373,accelerator,https://app.dealroom.co/investors/pitchbot_vc,http://pitchbot.vc,Pitchbot.vc,North America,United States,San Francisco,,,,0,0,,,
1213287,accelerator,https://app.dealroom.co/investors/acceleratenfc,http://acceleratenfc.com,AccelerateNFC,North America,United States,Richardson,,2013,,0,0,,,
1213279,accelerator,https://app.dealroom.co/investors/southwinston,http://southwinston.com,SouthWinston,North America,United States,New York City,,2005,Dec/2015,3,0,,,77.56
1213273,accelerator,https://app.dealroom.co/investors/hystartup,http://hystartup.com,HyStartup,North America,United States,Bolinas,,2017,,0,0,,,
1213244,accelerator,https://app.dealroom.co/investors/fwdnxt,http://fwdnxt.com,FWDNXT,North America,United States,Lafayette,,2017,,0,0,,,
1213067,accelerator,https://app.dealroom.co/investors/i5growth,https://www.i5growth.com/,I5growth,North America,United States,San Francisco,,2014,,0,0,,,
1212920,accelerator,https://app.dealroom.co/investors/vive_x,https://vivex.vive.com/us/,VIVE X,North America,United States,San Francisco,,2016,Jul/2019,6,0,,0,55.72
1212917,accelerator,https://app.dealroom.co/investors/booga_ventures,http://boogaventures.com,Booga Ventures,North America,United States,San Mateo,,2009,Apr/2014,2,0,,0,
1212742,accelerator,https://app.dealroom.co/investors/start_smart_labs,http://startsmartlabs.com,Start Smart Labs,North America,United States,Palo Alto,,2012,Jun/2018,19,0,275,0,4226
1212657,accelerator,https://app.dealroom.co/investors/2020_startups,http://2020startups.nyc,2020 Startups,North America,United States,New York City,,2016,,0,0,,,
1212513,accelerator,https://app.dealroom.co/investors/intelligent_beauty,http://ibinc.com,Intelligent Beauty,North America,United States,El Segundo,,2006,Oct/2012,1,0,,,5.2
1212455,accelerator,https://app.dealroom.co/investors/readwrite_labs,http://readwritelabs.com,ReadWrite Labs,North America,United States,San Francisco,,2013,Feb/2015,2,0,,0,
1212454,accelerator,https://app.dealroom.co/investors/ideashares,http://ideashares.com,Ideashares,North America,United States,Brentwood,,2014,,0,0,,,
1212190,accelerator,https://app.dealroom.co/investors/startup_miami,https://www.rltrk.com/sum/,StartUp-Miami,North America,United States,Miami,,2012,,0,0,,,
1212144,accelerator,https://app.dealroom.co/investors/perpetual_revenue_group_international,http://prgi.com,Perpetual Revenue Group International,North America,United States,Los Angeles,,2011,,0,0,,,
1212006,accelerator,https://app.dealroom.co/investors/fusion_la,http://fusionlabs.la,Fusion LA,North America,United States,Santa Monica,,2017,Feb/2022,9,0,,0,213.4
1211979,accelerator,https://app.dealroom.co/investors/lucen_blockchain_accelerator,http://lucenblockchain.com,Lucen Blockchain Accelerator,North America,United States,San Jose,,,,0,0,,,
1211978,accelerator,https://app.dealroom.co/investors/oak_grove_systems,http://oakgrovesystems.com,Oak Grove Systems,North America,United States,Altadena,,1990,,0,0,,,
1211945,accelerator,https://app.dealroom.co/investors/evans_resource_group,http://evansresource.com,Evans Resource Group,North America,United States,New York City,,2000,,0,0,,,
1211886,accelerator,https://app.dealroom.co/investors/hardtech_labs,http://hardtechlabs.com,HardTech Labs,North America,United States,San Diego,,2014,,0,0,,,
1211869,accelerator,https://app.dealroom.co/investors/realcoaccelerator,http://realco.com,RealCo Accelerator,North America,United States,San Antonio,,2017,,13,0,,0,92.02
1211866,accelerator,https://app.dealroom.co/investors/satus_1,http://satusproject.com,SATUS,North America,United States,McKinney,,2014,,0,0,,,
1210879,accelerator,https://app.dealroom.co/investors/boise_state_university_technology_and_entrepreneurial_center,http://bsutecenter.com,Boise State University Technology and Entrepreneurial Center,North America,United States,Nampa,,,,0,0,,,
1210878,accelerator,https://app.dealroom.co/investors/dtp_companies,http://dtplv.com,DTP Companies,North America,United States,Las Vegas,,2012,Mar/2001,15,0,,,
1210877,accelerator,https://app.dealroom.co/investors/durchstarten,http://durchstarten.innowerft.com,Durchstarten,North America,United States,San Francisco,,2011,,0,0,,,
1210873,accelerator,https://app.dealroom.co/investors/philadev,https://bigleverventures.com,Philadev,North America,United States,Philadelphia,,2008,,0,0,,,
1210830,accelerator,https://app.dealroom.co/investors/idea_finishing_school,http://ideafinishingschool.com,Idea Finishing School,North America,United States,San Antonio,,,,0,0,,,
1210738,accelerator,https://app.dealroom.co/investors/public_innovation,http://publicinnovation.org,Public Innovation,North America,United States,Sacramento,,2006,,0,0,,,
1210733,accelerator,https://app.dealroom.co/investors/tekmountain,http://tekmountain.com,TekMountain,North America,United States,Wilmington,,2013,,0,0,,,
1210730,accelerator,https://app.dealroom.co/investors/az_disruptors,http://azdisruptors.com,AZ Disruptors,North America,United States,Scottsdale,,2002,Feb/2021,20,0,,0,603.9
1210604,accelerator,https://app.dealroom.co/investors/insight_accelerator_labs,http://insightpd.com,Insight Accelerator Labs,North America,United States,Chicago,,1988,,0,0,,,
1210505,accelerator,https://app.dealroom.co/investors/headhunter_labs,http://headhunterlabs.com,Headhunter Labs,North America,United States,New York City,,2016,,0,0,,,
1210297,accelerator,https://app.dealroom.co/investors/brand_house_wines_spirits,http://brandhousews.com,Brand House Wines & Spirits,North America,United States,,,2017,,0,0,,,
1210203,accelerator,https://app.dealroom.co/investors/geeks_without_bounds,http://gwob.org,Geeks Without Bounds,North America,United States,Seattle,,,,0,0,,,
1210186,accelerator,https://app.dealroom.co/investors/iconiz,http://iconiz.io,Iconiz,North America,United States,Los Angeles,,2017,Dec/2017,2,0,,,400
1209779,accelerator,https://app.dealroom.co/investors/biobat,http://biobat.nyc,BioBAT,North America,United States,New York City,,,,0,0,,,
1209734,accelerator,https://app.dealroom.co/investors/credit_accelerator,http://creditaccelerator.com,Credit Accelerator,North America,United States,Houston,,2016,,0,0,,,
1209629,accelerator,https://app.dealroom.co/investors/tenx,http://tenx.org,TenX,North America,United States,Portland,,,Oct/2020,1,0,,,2
1209591,accelerator,https://app.dealroom.co/investors/upper_street_marketing,http://upperstreetmarketing.com,Upper Street Marketing,North America,United States,Beverly Hills,,,Mar/2014,1,0,,,
1209369,accelerator,https://app.dealroom.co/investors/commerce_innovated_,http://commerceinnovated.com,Commerce.Innovated.,North America,United States,Santa Clara,,1983,,35,0,1775,0,4959.2
1209326,accelerator,https://app.dealroom.co/investors/digital_arts_media_network,http://digitalartsmedianetwork.com,Digital Arts Media Network,North America,United States,New York City,,,Aug/2017,1,0,,,
1209317,accelerator,https://app.dealroom.co/investors/impulsa_business_accelerator_1,http://impulsausa.com,Impulsa Business Accelerator,North America,United States,San Jose,,2004,Jan/2014,1,0,,,
1209271,accelerator,https://app.dealroom.co/investors/monterey_incubator,http://montereyincubator.com,Monterey Incubator,North America,United States,Pacific Grove,,,,0,0,,,
1209181,accelerator,https://app.dealroom.co/investors/rethinkcaf_,http://rethink.cafe,RethinkCAFÉ,North America,United States,San Diego,,2015,,0,0,,,
1209136,accelerator,https://app.dealroom.co/investors/kstartup,http://kstartup.com,Kstartup,North America,United States,Lee,,2012,,0,0,,,
1208940,accelerator,https://app.dealroom.co/investors/sunilm1,http://sunilm1.net,SunilM1,North America,United States,San Francisco,,,,0,0,,,
1208851,accelerator,https://app.dealroom.co/investors/launchoklahoma,http://launchoklahoma.com,LaunchOklahoma,North America,United States,Oklahoma City,,2011,,0,0,,,
1208821,accelerator,https://app.dealroom.co/investors/ascender_1,http://ascenderpgh.com,Ascender,North America,United States,Pittsburgh,,2012,Jul/2022,44,0,,0,20.57
1208814,accelerator,https://app.dealroom.co/investors/the_global_cottage,http://theglobalcottage.com,The Global Cottage,North America,United States,,,2016,,0,0,,,
1208763,accelerator,https://app.dealroom.co/investors/properohca,http://properohca.affiliate.fasttrac.org,ProperoHCA,North America,United States,New York City,,2011,,0,0,,,
1208716,accelerator,https://app.dealroom.co/investors/boston_techjam,http://bostontechjam.com,Boston TechJam,North America,United States,Lexington,,2005,,0,0,,,
1208681,accelerator,https://app.dealroom.co/investors/mmxx_labs,http://mmxxlabs.com,MMXX Labs,North America,United States,New York City,,2014,,0,0,,,
1208660,accelerator,https://app.dealroom.co/investors/paradigm_group_pgi_,http://pgimarketing.org,Paradigm Group (PGI),North America,United States,Washington DC,,2014,,0,0,,,
1208652,accelerator,https://app.dealroom.co/investors/techfarms,http://techfarms.com,TechFarms,North America,United States,Panama City Beach,,2015,,0,0,,,
1208527,accelerator,https://app.dealroom.co/investors/redsky,http://redskytx.com,RedSky,North America,United States,El Paso,,2012,,0,0,,,
1208465,accelerator,https://app.dealroom.co/investors/eq_ventures,http://creatingequilibrium.com,EQ Ventures,North America,United States,South Lake Tahoe,,,,0,0,,,
1208444,accelerator,https://app.dealroom.co/investors/startup_leadership_program_sf,http://startupleadership.com,Startup Leadership Program- SF,North America,United States,Boston,,2006,,1393,0,15310.85,0,8208.17
1208393,accelerator,https://app.dealroom.co/investors/adventus_ventures,http://adventusvc.com,Adventus Ventures,North America,United States,Irvine,,2017,Sep/2020,4,0,,,5.92
1208367,accelerator,https://app.dealroom.co/investors/mount_sinai_ventures,https://ip.mountsinai.org/,Mount Sinai Ventures,North America,United States,New York City,,2013,Jun/2023,4,0,,0,304.6
1208286,accelerator,https://app.dealroom.co/investors/baldwin_county_business_incubator,http://baldwinincubator.com,Baldwin County Business Incubator,North America,United States,Robertsdale,,2010,,0,0,,,
1208063,accelerator,https://app.dealroom.co/investors/dat_ventures,http://datventures.com,Dat Ventures,North America,United States,Boston,,2014,,0,0,,,
1208056,accelerator,https://app.dealroom.co/investors/tie_scaleup,http://tiescaleup.org,Tie ScaleUP,North America,United States,Cambridge,,1997,,0,0,,,
1208036,accelerator,https://app.dealroom.co/investors/black_and_latino_tech_initiative,http://blackandlatinotech.com,Black and Latino Tech Initiative,North America,United States,Newark,,,,0,0,,,
1208021,accelerator,https://app.dealroom.co/investors/breakform_ventures,http://breakformventures.com,Breakform Ventures,North America,United States,El Segundo,,2014,,0,0,,,
1208015,accelerator,https://app.dealroom.co/investors/kil_312,http://ksciences.com,KIL-312,North America,United States,North Wales,,2015,,0,0,,,
1208010,accelerator,https://app.dealroom.co/investors/octopus_1,http://theoctopus.com,Octopus,North America,United States,Scottsdale,,2014,Sep/2014,1,0,,,
987200,accelerator,https://app.dealroom.co/investors/startup_sesame,https://www.startupsesame.com/,Startup Sesame,North America,United States,Seattle,network security;network management,2015,Apr/2019,17,0,,0,150.39
980065,accelerator,https://app.dealroom.co/investors/r_ga_iot_venture_studio_uk,http://rgaiot.com/,R/GA IoT Venture Studio UK,Europe,United Kingdom,London,,,Feb/2018,7,0,,,10.22
975875,accelerator,https://app.dealroom.co/investors/innovation_depot,https://innovationdepot.org/,Innovation Depot,North America,United States,Birmingham,,1987,Jun/2022,10,0,,,213.24
965179,accelerator,https://app.dealroom.co/investors/springboard_brands,https://www.springboardbrands.com/,Springboard brands,North America,United States,Chicago,beverage,,Oct/2018,3,0,,,
